#epic_num, bper, bpow, depth, qtran, in1, in2
205915088, 2.8617630223, 0.0001766083, 0.0008896132, 0.041100, 64, 67
205915157, 0.8898018510, 0.0003154068, 0.0010047793, 0.110818, 54, 64
205915237, 0.4617125090, 0.0000170713, 0.0000344837, 0.429840, 52, 94
205915309, 0.5238369656, 0.0000263197, 0.0000549431, 0.356735, 81, 16
205915365, 2.0072938972, 0.0000911352, 0.0003627131, 0.067717, 45, 51
205915399, 0.5457572229, 0.0000167045, 0.0000334325, 0.481278, 50, 98
205915468, 0.1696710880, 0.0002704142, 0.0019156454, 0.020340, 87, 88
205915490, 0.6447778518, 0.0000855670, 0.0001934956, 0.266667, 52, 78
205915513, 0.6457355664, 0.0000250892, 0.0000704164, 0.149213, 50, 64
205915557, 2.9325447258, 0.0006556805, 0.0014311827, 0.299728, 24, 53
205915577, 0.1306865214, 0.0003920618, 0.0008270384, 0.341029, 27, 60
205915608, 0.1295957074, 0.0000162726, 0.0000340821, 0.351544, 79, 13
205915657, 0.6052785569, 0.0682092907, 0.1371743224, 0.447587, 19, 63
205915731, 0.1901818320, 0.0005022709, 0.0029722793, 0.029422, 66, 68
205915833, 0.9785991583, 0.0000143391, 0.0000287270, 0.470867, 44, 90
205915902, 0.3112884480, 0.0000280846, 0.0000618189, 0.291177, 41, 69
205915988, 0.4901710868, 0.0000480219, 0.0002954044, 0.027165, 55, 57
205916071, 1.9708935611, 0.0000112243, 0.0000224742, 0.523826, 91, 42
205916083, 0.6081007115, 0.0001837554, 0.0006131508, 0.099768, 26, 35
205916093, 2.9726488951, 0.0000206893, 0.0001200498, 0.030640, 14, 16
205916098, 0.3133075003, 0.0011354516, 0.0022709212, 0.498008, 50, 99
205916292, 0.2193901806, 0.0000194967, 0.0000826066, 0.059211, 2, 7
205916453, 0.2438364182, 0.0000480028, 0.0000962651, 0.463309, 77, 22
205916458, 0.6086683035, 0.0002187684, 0.0004653046, 0.329859, 60, 92
205916496, 0.3024805889, 0.0001851445, 0.0005997548, 0.106676, 76, 86
205916507, 0.7623707017, 0.0001177240, 0.0004610788, 0.070104, 74, 80
205916567, 2.6522546419, 0.0000102621, 0.0000397894, 0.071651, 57, 63
205916625, 0.6515421373, 0.0000139678, 0.0000294781, 0.340382, 57, 90
205916737, 0.5143342135, 0.0000393259, 0.0000952346, 0.218073, 71, 92
205916760, 1.5568299772, 0.0000810354, 0.0001867438, 0.251611, 51, 75
205916793, 0.5143342135, 0.0000453135, 0.0000981906, 0.307563, 71, 1
205916810, 0.5280790085, 0.0000175311, 0.0000378229, 0.312479, 65, 96
205916826, 0.2902944848, 0.0001572033, 0.0003926666, 0.200465, 14, 33
205916847, 0.3214940250, 0.0002322931, 0.0005127899, 0.288358, 32, 60
205916861, 2.8492591185, 0.0001133692, 0.0005834943, 0.039294, 70, 73
205916875, 0.6720209692, 0.0000277813, 0.0000560918, 0.431484, 18, 60
205916940, 0.1492284120, 0.0001711646, 0.0017216878, 0.009983, 59, 59
205916941, 1.3137564052, 0.0000297395, 0.0002931589, 0.010399, 56, 56
205917005, 0.1402725300, 0.0004112889, 0.0018711777, 0.050904, 63, 67
205917074, 0.9258047591, 0.0000086597, 0.0000181058, 0.354238, 62, 96
205917099, 0.3759917775, 0.0003139836, 0.0031655301, 0.009937, 80, 80
205917141, 2.5839434921, 0.0000249488, 0.0001292994, 0.038731, 64, 67
205917153, 0.3234875445, 0.0001700864, 0.0003402197, 0.491692, 55, 3
205917162, 1.6472817133, 0.0000268275, 0.0000732028, 0.159866, 70, 85
205917243, 0.4147299147, 0.0001074711, 0.0007647630, 0.020155, 82, 83
205917263, 1.9708935611, 0.0000252136, 0.0000861684, 0.094562, 78, 86
205917297, 0.6535009368, 0.0000150149, 0.0000303470, 0.427898, 57, 99
205917310, 0.1305687709, 0.0000934071, 0.0002482703, 0.170683, 3, 19
205917319, 2.0612244898, 0.0001075826, 0.0003043516, 0.146374, 61, 75
205917325, 0.1826445929, 0.0001459211, 0.0003329128, 0.259420, 9, 34
205917338, 1.0295864081, 0.0000845183, 0.0002058535, 0.214644, 29, 49
205917406, 1.4134194035, 0.0005405768, 0.0011148672, 0.377970, 14, 50
205917419, 0.1264911637, 0.0003972680, 0.0013979918, 0.088603, 52, 60
205917435, 0.1875023440, 0.0000436979, 0.0004342991, 0.010228, 47, 47
205917469, 0.2745293639, 0.0000868535, 0.0001767032, 0.408314, 30, 70
205917471, 0.1320226574, 0.0000161220, 0.0001607714, 0.010159, 71, 71
205917475, 1.0112257282, 0.0000754739, 0.0001965918, 0.179669, 55, 72
205917600, 1.9415533981, 0.0001721043, 0.0006837180, 0.067984, 74, 80
205917699, 1.0207227440, 0.0002621528, 0.0006149640, 0.238701, 87, 10
205917728, 0.9122065442, 0.0002345746, 0.0007491477, 0.110186, 58, 68
205917842, 0.1417513716, 0.0000213581, 0.0002109418, 0.010359, 59, 59
205917847, 0.5236266518, 0.0000195841, 0.0000404217, 0.376445, 67, 4
205917849, 0.9815451065, 0.0000238685, 0.0000539923, 0.266392, 51, 77
205917896, 0.8313793964, 0.0000207879, 0.0000415761, 0.498022, 32, 81
